"Geneid","5-days-old","10-days-old","15-days-old","20-days-old","25-days-old","30-days-old","35-days-old","40-days-old","45-days-old","55-days-old"
"Glyma.16G043200",0,0,0,0.005,0,0.003,0.004,0.036,0.128,6.715
"Glyma.16G043700",18.146,9.718,6.332,5.308,3.238,5.994,3.343,2.125,0.801,0.104
"Glyma.16G043800",15.285,10.81,7.037,5.607,4.453,5.08,4.103,2.963,3.282,0.867
"Glyma.16G048100",88.272,101.881,106.005,108.782,118.149,119.117,83.781,78.269,41.693,7.09
"Glyma.16G049300",33.363,25.232,21.115,21.556,13.008,18.39,10.11,4.645,1.045,0.232
"Glyma.16G050300",17.787,14.801,8.824,7.824,5.29,11.106,6.698,5.984,3.174,0.054
"Glyma.16G050800",192.599,154.586,93.659,59.627,33.465,44.643,34.714,23.527,15.343,3.201
"Glyma.16G051500",20.328,20.188,21.506,19.392,14.464,16.157,11.604,8.947,10.419,13.797
"Glyma.16G053200",26.831,22.772,14.063,22.291,6.285,14.412,6.877,4.766,1.859,0.092
"Glyma.16G053800",0.776,0.768,0.624,1.404,1.352,1.197,1.528,1.871,6.013,23.017
"Glyma.16G063200",11.98,9.378,6.449,6.07,2.1,3.645,2.289,0.955,0.439,0.129
"Glyma.16G063600",0.102,0.087,0.025,0.046,0.043,0.045,0.068,0.213,1.349,9.69
"Glyma.16G069100",5.075,2.941,3.303,1.751,0.83,1.683,1.087,0.657,0.284,0.094
"Glyma.16G079900",10.383,6.346,4.022,4.336,3.556,5.462,3.257,2.243,3.737,4.82
"Glyma.16G085600",2.804,1.951,0.082,0.081,0.255,0.024,0.122,0.593,4.587,14.433
"Glyma.16G088200",44.382,45.322,35.86,44.118,44.391,41.768,67.374,95.873,98.88,52.885
"Glyma.16G088400",0.769,1.156,0.647,1.553,1.085,1.215,0.991,0.789,1.212,0.899
"Glyma.16G095900",0.925,0.881,0.112,0.105,0.73,0.218,1.882,1.331,2.28,12.346
"Glyma.16G100200",7.468,5.97,5.403,3.763,2.798,2.501,2.491,1.267,1.331,0.106
"Glyma.16G107700",11.617,8.026,5.599,6.052,3.907,4.217,3.584,1.419,0.306,0.017
"Glyma.16G110400",9.227,7.403,6.997,5.306,5.298,5.819,5.198,4.838,5.301,4.804
"Glyma.16G115700",5.882,3.589,1.524,3.69,8.15,4.979,9.968,14.884,30.192,76.95
"Glyma.16G127200",6.575,4.053,2.765,1.603,2.132,2.183,2.046,3.066,2.254,1.801
"Glyma.16G127400",2.729,1.765,0.993,0.883,0.683,0.973,0.567,0.531,0.558,0.629
"Glyma.16G127700",0.039,0.02,0,0.009,0.02,0,0,0.009,0.093,1.358
"Glyma.16G131800",50.927,35.109,27.721,21.428,20.04,16.035,15.454,9.82,2.653,0.035
"Glyma.16G143700",0,0,0,0,0,0,0,0,0,0
"Glyma.16G145500",0,0.003,0,0,0,0,0,0,0,0
"Glyma.16G145600",0,0,0,0.037,0.324,0.141,0.384,0.217,0.532,10.305
"Glyma.16G145900",15.563,14.322,14.194,16.885,11.922,15.921,9.912,9.521,2.809,0.963
"Glyma.16G146900",12.18,7.163,4.935,3.865,3.654,4.43,3.84,3.186,3.283,1.235
"Glyma.16G158200",57.756,48.881,38.189,35.675,15.181,24.656,15.822,12.898,2.503,0.007
"Glyma.16G159900",39.015,24.217,14.594,10.076,7.704,7.096,8.079,5.867,8.154,3.004
"Glyma.16G164800",0.011,0.019,0.006,0.057,1.92,1.026,2.129,7.169,9.052,31.655
"Glyma.16G177400",3.001,2.288,1.536,1.638,0.43,0.922,0.449,0.278,0.529,0.507
"Glyma.16G178900",6.889,6.568,6.523,7.753,4.352,7.11,5.74,4.141,3.055,1.352
"Glyma.16G179100",73.495,61.773,17.482,7.477,1.218,3.139,1.402,1.482,4.228,66.359
"Glyma.16G179600",1.21,0.758,0.402,0.406,0.228,0.379,0.124,0.062,0.027,0
"Glyma.16G181300",0.011,0.05,0.267,0.487,1.581,0.478,2.372,2.716,7.309,35.104
"Glyma.16G181700",10.242,7.168,7.658,6.64,2.962,4.035,2.777,1.263,0.982,0.403
"Glyma.16G182100",4.692,3.233,2.783,2.417,1.75,2.112,1.692,1.095,1.057,0.16
"Glyma.16G203400",9.39,4.934,4.8,5.186,2.031,2.968,3.03,2.302,1.023,0.902
"Glyma.16G205100",36.375,17.116,9.413,7.275,2.561,5.686,2.752,2.392,1.705,0.175
"Glyma.16G209800",0.057,0.1,0.098,0.299,5.297,0.549,6.98,12.706,51.808,600.091
"Glyma.16G212400",0,0,0,0.009,0.016,0,0.14,0.146,0.241,10.36
"Glyma.16G217300",98.783,75.756,45.269,32.977,14.596,24.412,11.903,7.549,6.276,7.069
"Glyma.17G001400",98.816,74.364,51.445,51.78,33.647,39.879,30.77,18.417,11.507,5.744
"Glyma.17G006200",72.607,52.865,40.014,36.804,23.789,30.007,22.13,12.075,5.702,0.542
"Glyma.17G010600",33.225,24.502,18.568,19.528,6.066,10.693,5.551,1.96,1.429,0.192
"Glyma.17G013800",61.917,62.427,43.602,39.081,20.87,45.364,20.504,16.774,10.632,1.82
"Glyma.17G021200",6.726,4.38,3.202,2.304,3.846,2.898,6.461,7.41,6.692,5.564
"Glyma.17G024000",25.472,17.708,12.203,16.465,9.284,11.951,7.891,4.189,2.368,0.412
"Glyma.17G026000",5.494,3.623,2.428,2.002,1.018,1.452,0.778,0.289,0.043,0.003
"Glyma.17G027200",24.122,19.782,17.449,15.596,10.047,13.251,9.119,7.441,4.702,0.85
"Glyma.17G029200",0,0.003,0.007,0.026,0.062,0.065,0.112,0.21,0.339,4.978
"Glyma.17G031800",0.672,0.531,0.638,0.415,0.433,0.465,0.544,0.548,2.257,12.141
"Glyma.17G033100",11.463,8.567,6.991,6.406,4.337,4.435,3.537,6.474,2.256,0.832
"Glyma.17G036800",0,0.01,0,0,0.98,0.02,6.072,24.347,109.191,290.711
"Glyma.17G042400",0.256,0.137,0.124,0.154,0.529,0.3,1.121,1.949,3.248,11.683
"Glyma.17G047000",62.957,56.771,50.363,41.995,25.518,33.389,26.733,16.225,11.527,3.116
"Glyma.17G047200",31.131,24.54,8.899,8.265,3.56,5.416,3.417,2.766,0.564,0.039
"Glyma.17G047700",15.279,8.111,7.337,6.062,6.221,6.734,6.657,4.563,3.033,0.289
"Glyma.17G047800",12.678,9.39,6.598,4.019,3.354,3.909,3.321,2.556,2.686,2.929
"Glyma.17G050800",1.513,1.223,1.3,1.077,0.831,1.147,0.723,0.59,0.718,0.331
"Glyma.17G051400",12.4,10.476,9.014,9.403,4.234,5.604,4.639,2.774,0.707,0.344
"Glyma.17G051900",10.743,8.014,7.575,8.647,4.615,9.219,4.363,3.883,5.396,2.044
"Glyma.17G053600",0.13,0.314,0.622,0.828,0.321,0.576,0.253,0.171,0.7,7.121
"Glyma.17G054200",28.83,19.512,10.785,8.308,3.37,4.821,4.476,2.81,2.505,0.93
"Glyma.17G057600",0.067,0.083,0.122,0.172,0.166,0.142,0.127,0.134,0.188,0.196
"Glyma.17G059100",1.145,0.472,0.14,0.098,0.189,0.127,0.63,0.705,5.254,5.248
"Glyma.17G059900",0.086,0.136,0.165,0.142,0.504,0.242,0.919,3.883,38.025,322.346
"Glyma.17G061000",0,0,0,0,0.002,0,0,0,0,0.003
"Glyma.17G061900",14.995,13.095,13.251,15.091,9.323,16.598,12.894,10.764,6.281,0.132
"Glyma.17G062100",11.447,8.491,5.071,4.409,3.877,3.749,3.44,3.561,2.541,1.729
"Glyma.17G063600",3.865,1.758,1.329,0.92,0.489,0.411,0.789,0.501,2.396,9.39
"Glyma.17G066400",45.473,32.1,26.741,22.154,14.68,22.82,13.734,12.669,6.865,1.566
"Glyma.17G067800",0.042,0.027,0.006,0.011,0.05,0.006,0.014,0.051,0.265,11.462
"Glyma.17G068300",7.251,5.075,3.037,1.858,1.617,1.623,1.368,1.209,0.752,0.093
"Glyma.17G071100",14.355,11.691,7.233,5.328,3.367,3.688,2.709,1.477,0.699,0.121
"Glyma.17G072000",3.199,2.854,2.072,2.109,0.685,1.502,0.703,0.369,0.132,0.228
"Glyma.17G073800",63.112,62.746,42.324,33.65,8.132,27.644,9.559,6.458,2.875,0.558
"Glyma.17G073900",13.972,13.273,10.631,12.266,3.754,10.112,3.762,2.114,1.171,0.433
"Glyma.17G074800",24.252,26.787,6.332,8.459,4.215,18.107,7.211,12.974,6.307,9.017
"Glyma.17G076100",0.016,0,0,0,0,0,0,0,0,0
"Glyma.17G078500",4.302,3.466,2.127,1.95,1.312,1.653,1.156,0.835,0.639,0.148
"Glyma.17G089400",0.797,0.766,0.646,0.725,1.121,1.025,1.436,2.061,3.354,17.335
"Glyma.17G090900",0.007,0.002,0.002,0.013,0.002,0.006,0.013,0.022,0.344,2.349
"Glyma.17G096500",24.482,10.144,1.732,1.662,0.41,1.259,0.693,0.356,0.591,1.034
"Glyma.17G097000",10.853,7.7,5.53,6.635,2.932,5.331,3.858,1.694,0.77,0.164
"Glyma.17G098200",50.224,40.96,34.487,30.966,21.883,23.446,18.919,20.293,15.778,8.073
"Glyma.17G100700",54.924,60.167,29.917,26.997,18.306,26.099,14.903,16.255,5.068,0.642
"Glyma.17G101800",0.89,0.614,0.723,0.82,1.218,0.811,1.479,1.659,4.436,14.622
"Glyma.17G104400",18.046,11.74,8.213,7.004,4.869,7.939,5.909,5.016,2.278,0.116
"Glyma.17G106800",12.266,7.443,4.619,3.828,1.41,2.47,1.135,0.621,0.32,0.058
"Glyma.17G111100",479.712,422.936,318.127,190.865,86.84,259.611,87.781,51.83,26.576,9.505
"Glyma.17G113400",28.451,19.9,16.341,11.902,7.952,8.839,8.468,5.492,2.715,1.819
"Glyma.17G119800",21.954,12.032,4.52,4.291,2.969,3.719,2.372,1.685,0.946,0.068
"Glyma.17G120200",9.501,6.56,3.826,3.491,1.407,3.129,1.667,1.363,0.997,0.467
"Glyma.17G128300",25.024,19.142,15.411,14.38,7.194,12.715,8.01,6.641,2.457,0.591
"Glyma.17G128600",42.716,33.669,23.176,18.934,11.019,15.383,15.067,10.374,6.164,0.445
"Glyma.17G130200",35.413,30.818,25.769,18.88,7.824,11.826,9.788,5.904,3.136,0.541
"Glyma.17G131600",0.48,0.411,0.252,0.431,1.492,1.407,2.549,4.682,7.489,24.027
"Glyma.17G133200",9.628,11.796,6.13,5.999,2.089,5.352,2.245,1.309,1.016,0.224
"Glyma.17G134100",6.531,3.487,2.951,2.277,0.792,1.977,1.067,0.651,0.57,1.035
"Glyma.17G134200",8.93,7.941,9.614,3.773,0.7,1.285,0.966,0.179,0.083,0.019
"Glyma.17G137600",13.568,10.109,6.005,3.562,3.391,3.52,3.622,9.033,19.253,95.792
"Glyma.17G137700",16.688,11.349,5.506,3.977,2.189,3.269,2.221,1.526,1.063,0.306
"Glyma.17G145400",0.155,0.448,0.302,0.455,0.112,0.104,0.042,0.033,0.092,2.339
"Glyma.17G145500",43.865,41.253,30.643,23.756,11.861,13.696,14.786,8.418,14.542,16.392
"Glyma.17G151600",12.338,6.897,5.386,4.737,3.192,3.724,4.326,4.08,2.309,0.868
"Glyma.17G152800",48.159,28.529,12.287,8.976,2.802,5.874,4.055,2.566,2.948,0.229
"Glyma.17G154400",9.018,6.494,4.442,4.944,2.299,4.349,1.676,1.337,1.251,1.569
"Glyma.17G155600",8.292,4.908,3.318,2.708,2.557,2.773,2.774,2.056,1.642,0.381
"Glyma.17G158300",19.568,10.511,5.073,5.355,2.631,3.911,2.706,1.397,0.292,0.007
"Glyma.17G161400",3.563,3.673,2.446,1.963,0.544,1.673,0.392,0.111,0.009,0
"Glyma.17G161700",0.919,0.435,0.231,0.2,0.115,0.118,0.093,0.037,0.035,0.055
"Glyma.17G174500",12.004,10.066,4.519,3.832,2.287,2.613,2.649,2.018,1.214,0.454
"Glyma.17G174900",0.144,0.261,0.257,0.45,2.176,0.787,2.571,3.391,15.838,26.715
"Glyma.17G190800",8.318,6.077,4.014,3.601,3.173,3.035,3.12,2.949,4.931,3.485
"Glyma.17G192800",0.041,0.024,0.012,0.018,0.005,0.006,0.006,0.005,0.007,0
"Glyma.17G199200",5.196,3.934,2.519,1.417,0.934,1.793,0.979,0.755,1.228,7.979
"Glyma.17G201000",14.454,11.931,8.961,8.588,4.295,6.789,3.385,1.911,1.183,0.142
"Glyma.17G201600",16.905,12.502,4.481,5.648,2.954,4.896,3.043,3.373,1.856,0.39
"Glyma.17G202500",12.633,6.814,5.884,3.993,2.22,2.587,2.48,2.05,2.408,0.912
"Glyma.17G208200",0.289,0.393,0.224,0.406,2.94,0.506,2.15,1.746,7.324,25.652
"Glyma.17G223200",19.483,10.518,7.498,5.52,5.68,6.045,4.322,4.738,1.597,0.141
"Glyma.17G226100",52.881,39.599,29.499,26.171,15.249,18.977,12.048,6.375,2.142,0.008
"Glyma.17G227600",0.004,0.003,0.012,0.015,0.002,0.017,0.003,0.006,0,0
"Glyma.17G228800",24.375,21.061,17.264,11.372,8.376,9.552,6.894,3.853,1.339,0.611
"Glyma.17G232600",37.215,20.674,12.75,7.206,3.091,3.649,2.623,2.285,1.707,5.809
"Glyma.17G235600",1.032,2.24,1.47,1.982,2.465,2.563,2.371,4.406,4.905,11.238
"Glyma.17G242300",3.536,3.645,4.892,6.986,13.817,6.276,13.971,23.441,46.082,186.679
"Glyma.17G246400",0,0,0,0,0.006,0.005,0.034,0.043,0.119,0.522
"Glyma.17G248400",7.199,5.471,3.531,3.641,3.283,4.074,3.015,2.783,3.692,3.731
"Glyma.17G251900",0.069,0.044,0.056,0.117,0.151,0.089,0.254,0.47,2.316,100.303
"Glyma.17G253700",17.614,12.399,10.222,8.016,4.76,6.898,5.288,3.043,0.984,0.052
"Glyma.17G256200",9.412,6.705,6.515,5.406,8.152,7.207,6.371,6.253,8.859,9.535
"Glyma.17G256900",7.55,13.387,18.335,23.106,18.591,18.932,14.803,11.201,7.006,2.274
"Glyma.17G258700",164.989,161.032,62.94,58.374,27.032,43.391,26.482,16.031,25.763,20.152
"Glyma.17G261700",45.173,47.029,34.017,29.963,16.913,26.736,18.055,17.44,17.117,31.8
"Glyma.17G262100",17.521,17.019,12.662,11.059,7.688,6.78,7.07,4.705,4.503,1.951
"Glyma.17G262500",12.643,9.494,6.745,6.041,4.553,6.269,4.58,3.595,2.736,0.706
"Glyma.18G002000",120.242,73.886,49.244,48.195,25.426,30.546,30.467,28.658,24.54,18.154
"Glyma.18G003000",7.625,4.783,3.83,2.398,1.855,3.506,1.714,1.604,0.79,0.305
"Glyma.18G003200",0.087,0.091,0.036,0.039,0.19,0.097,0.138,0.115,0.296,5.099
"Glyma.18G004000",0.005,0.004,0.001,0.016,0.004,0.017,0.005,0.006,0.026,0.356
"Glyma.18G006700",0.27,0.521,0.306,0.427,1.633,0.655,2.707,4.285,9.105,36.04
"Glyma.18G007500",222.695,161.444,89.941,80.051,40.864,56.046,45.485,41.412,44.619,63.324
"Glyma.18G009200",142.163,105.544,58.253,25.898,14.22,18.163,15.011,9.773,6.231,0.363
"Glyma.18G009700",80.395,112.763,38.532,55.989,15.963,69.35,38.613,47.965,12.96,1.711
"Glyma.18G010200",7.938,5.307,2.438,2.841,1.049,3.252,1.482,1.191,0.873,0.429
"Glyma.18G011900",3.099,2.078,1.14,1.316,1.715,1.266,2.199,2.453,11.56,26.089
"Glyma.18G012500",30.888,23.903,16.072,13.832,7.312,9.457,6.74,3.358,1.84,0.045
"Glyma.18G013400",15.262,7.903,5.646,4.269,3.642,5.381,3.74,3.435,2.741,0.809
"Glyma.18G015500",0.463,0.988,1.916,3.556,10.179,5.053,9.858,9.529,27.97,120.809
"Glyma.18G016900",37.968,20.013,13.271,12.063,8.074,11.937,8.086,3.975,1.214,0.023
"Glyma.18G017200",67.97,64.899,45.685,33.22,19.456,26.436,14.547,10.181,9.367,30.86
"Glyma.18G017700",0.185,0.138,0.2,0.26,1.202,0.677,1.277,1.785,5.117,15.718
"Glyma.18G018200",0.67,1.096,0.1,0.074,0.002,0.05,0.006,0.013,0,0.003
"Glyma.18G021400",1.973,1.114,0.499,0.571,0.467,0.499,0.656,0.688,2.507,9.962
"Glyma.18G025300",5.239,2.177,0.423,0.275,0.058,0.196,0.113,0.054,0.054,0.002
"Glyma.18G025700",0.275,0.311,0.147,0.064,0.063,0.121,0.084,0.097,0.12,1.748
"Glyma.18G026100",181.431,114.067,73.818,55.909,33.013,40.36,36.684,33.266,33.838,38.73
"Glyma.18G029300",0.492,0.772,0.557,0.384,1.019,0.51,0.614,0.942,1.263,27.187
"Glyma.18G030600",24.048,15.961,11.823,10.363,6.309,7.519,5.716,3.066,1.603,0.153
"Glyma.18G034100",0,0.007,0.002,0.006,0.218,0.042,0.317,0.402,0.714,2.352
"Glyma.18G034300",16.957,13.636,11.26,11.245,5.69,9.202,4.422,1.809,0.643,0.353
"Glyma.18G034400",14.87,13.623,7.19,8.72,9.589,8.783,10.176,10.001,8.517,5.697
"Glyma.18G035800",6.89,5.182,4.392,3.638,2.643,3.379,2.336,1.618,1.186,0.23
"Glyma.18G035900",0.148,0.067,0.053,0.076,0.866,0.33,1.949,2.314,4.046,15.56
"Glyma.18G039000",15.535,9.553,6.83,7.021,6.537,7.304,5.739,4.212,3.162,0.74
"Glyma.18G040000",75.552,78.457,50.601,38.861,22.683,26.919,17.275,10.007,3.678,1.065
"Glyma.18G046800",10.903,6.085,4.197,3.88,2.907,3.612,2.956,1.854,1.7,0.564
"Glyma.18G053700",16.941,10.339,7.699,5.528,2.862,4.068,2.779,1.947,3.786,5.857
"Glyma.18G055800",36.33,23.65,17.455,19.093,8.12,12.589,10.204,6.058,1.606,0.027
"Glyma.18G058800",8.008,6.674,5.812,5.118,2.791,3.669,2.978,1.161,0.321,0.018
"Glyma.18G061200",14.733,8.564,7.225,6.929,2.401,5.9,2.789,1.909,0.977,0.123
"Glyma.18G061300",0.004,0.015,0.019,0.067,0.191,0.053,0.395,0.47,3.933,28.296
"Glyma.18G064900",0.142,0.22,0.322,0.304,0.624,1.307,0.934,1.236,2.68,33.564
"Glyma.18G067600",14.45,12.491,8.226,6.421,4.216,4.657,4.051,2.735,3.8,2.466
"Glyma.18G070500",0.227,0.228,0.098,0.217,0.119,0.327,0.279,0.195,0.131,0.081
"Glyma.18G070800",15.693,13.594,8.483,7.034,3.875,6.05,2.995,1.496,0.505,0.449
"Glyma.18G075000",38.692,18.712,16.863,11.625,7.554,10.499,7.749,6.144,6.545,5.056
"Glyma.18G078300",2.091,2.179,1.782,1.367,0.591,1.361,0.645,0.612,0.45,0.05
"Glyma.18G096400",0.798,2.092,2.363,2.891,6.711,6.888,9.382,12.313,26.107,79.313
"Glyma.18G096600",0,0.006,0,0,0.041,0.092,0.007,0.016,0,0
"Glyma.18G097100",7.652,5.322,4.13,3.547,2.822,2.967,2.548,1.976,1.835,4.949
"Glyma.18G101600",34.377,23.148,18.352,12.879,9.943,12.084,8.736,6.468,10.102,14.858
"Glyma.18G101700",15.544,10.691,7.288,7.389,2.659,4.107,3.717,1.627,1.301,0.055
"Glyma.18G104600",28.256,20.707,14.99,15.157,8.86,10.37,9.563,6.184,5.322,5.524
"Glyma.18G110000",11.426,4.534,3.652,2.657,2.127,2.911,1.851,1.758,1.369,0.62
"Glyma.18G112700",1.32,0.907,0.834,1.108,1.155,1.387,1.231,0.816,1.3,0.709
"Glyma.18G113300",0.209,0.119,0.144,0.271,0.106,0.155,0.207,0.223,0.337,2.586
"Glyma.18G116800",8.268,7.504,5.108,4.663,2.083,3.101,1.302,0.613,0.221,0.093
"Glyma.18G116900",0.061,0.092,0.273,0.226,0.132,0.102,0.069,0.032,0.137,1.544
"Glyma.18G127200",0.027,0.014,0.038,0.116,0.791,0.353,1.255,4.238,16.736,126.203
"Glyma.18G131300",1.169,1.363,1.387,1.332,1.94,1.486,1.904,0.845,0.315,0.138
"Glyma.18G132000",13.534,11.481,9.395,8.53,4.023,6.185,4.239,2.455,1.079,0.348
"Glyma.18G135300",0.984,0.685,0.58,0.537,0.196,0.407,0.266,0.097,0.056,0.01
"Glyma.18G135800",21.473,11.91,8.604,5.937,2.394,5.014,2.342,1.281,0.577,0.092
"Glyma.18G136500",1.635,1.564,0.992,0.913,0.376,0.965,0.494,0.223,0.103,0.086
"Glyma.18G153100",4.429,3.822,3.125,2.673,2.452,2.598,1.811,1.505,2.742,9.259
"Glyma.18G154900",21.604,11.672,7.606,5.631,4.239,4.421,5.714,4.319,5.121,1.675
"Glyma.18G158300",0.283,0.299,0.255,0.32,0.268,0.243,0.358,0.298,0.83,14.113
"Glyma.18G158700",10.532,4.595,1.765,0.838,0.381,0.663,1.005,1.11,3.781,6.581
"Glyma.18G164900",11.263,7.907,5.056,6.526,2.903,4.248,4.075,2.129,1.349,0.152
"Glyma.18G170800",1.838,0.694,0.399,0.221,0.324,0.337,0.664,0.631,1.762,1.979
"Glyma.18G200800",18.343,13.03,6.988,5.726,5.101,5.847,4.424,4.28,2.897,1.895
"Glyma.18G206600",0.205,0.182,0.281,0.332,0.788,1.051,2.258,3.615,8.024,34.865
"Glyma.18G207300",38.18,31.119,14.691,14.186,7.064,10.272,8.07,7.824,6.262,2.361
"Glyma.18G208000",0.127,0.229,0.297,3.202,28.949,5.537,43.678,51.872,244.498,521.668
"Glyma.18G210500",0.027,0.002,0.016,0.014,0.024,0.048,0.041,0.241,1.27,22.096
"Glyma.18G211800",14.817,8.628,4.416,4.651,3.206,3.241,3.783,2.315,3.396,1.494
"Glyma.18G214000",0.948,0.899,0.627,0.679,0.362,0.687,0.316,0.291,0.634,0.792
"Glyma.18G221200",13.045,10.145,8.381,6.448,6.218,4.93,4.457,2.594,2.74,0.365
"Glyma.18G222200",88.375,63.828,26.861,20.236,11.495,17.205,9.372,5.715,1.497,1.714
"Glyma.18G224200",9.271,6.756,6.062,4.758,1.777,3.954,1.889,1.372,0.423,0.026
"Glyma.18G229800",20.335,13.874,7.472,10.475,4.562,7.071,5.552,5.979,3.319,0.923
"Glyma.18G230500",0.278,0.477,0.819,3.347,6.096,3.385,11.183,8.168,6.977,3.73
"Glyma.18G234400",5.807,4.706,2.876,2.196,0.835,1.56,0.864,0.5,0.224,0.072
"Glyma.18G241200",2.554,1.143,1.086,0.853,0.922,1.228,0.92,0.71,0.586,0.159
"Glyma.18G241400",34.512,23.246,17.799,12.3,8.338,9.812,7.982,5.273,4.194,1.641
"Glyma.18G242700",6.972,4.324,3.505,3.084,1.824,2.114,1.483,1.009,0.837,0.29
"Glyma.18G244800",17.329,12.85,6.914,4.1,2.621,5.951,2.567,1.425,0.705,0.71
"Glyma.18G245800",0.108,0.079,0.046,0.031,0.006,0.025,0.002,0,0.003,0
"Glyma.18G246900",3.575,2.592,2.32,2.225,2.24,2.055,2.119,1.436,1.844,1.624
"Glyma.18G251800",2.984,2.112,1.148,0.885,0.36,1.143,0.287,0.172,0.041,0.017
"Glyma.18G253700",3.736,2.658,1.836,2.01,1.625,1.86,1.134,0.672,0.217,0.006
"Glyma.18G254200",0.003,0.011,0.004,0,0,0,0.005,0.004,0.003,0
"Glyma.18G258000",194.269,223.24,182.912,90.076,84.199,77.097,75.717,38.582,14.571,0.048
"Glyma.18G260500",3.955,2.368,1.449,0.494,0.29,0.308,0.332,0.125,0.257,0.715
"Glyma.18G260700",0.159,0.295,0.151,0.08,0.037,0.081,0.176,0.165,0.122,0.114
"Glyma.18G263900",44.071,30.159,22.375,15.68,7.956,10.116,6.882,5.084,3.251,0.591
"Glyma.18G264900",11.706,8.87,4.394,3.447,3.042,4.372,2.481,3.081,2.195,1.085
"Glyma.18G265100",23.541,11.613,8.9,4.884,1.941,5.731,2.492,2.617,3.929,12.631
"Glyma.18G271000",5.162,5.685,3.262,3.54,1.329,3.066,1.24,0.504,0.035,0
"Glyma.18G272000",0.731,0.451,0.253,0.193,0.11,0.169,0.074,0.068,0.032,0.156
"Glyma.18G275300",6.504,2.328,0.437,0.366,0.067,0.177,0.063,0.02,0.026,0.011
"Glyma.18G278100",0.011,0.01,0.008,0,0,0,0,0,0.03,0.799
"Glyma.18G279400",37.95,32.323,24.349,26.243,13.288,17.013,16.107,8.601,6.126,1.138
"Glyma.18G280200",29.748,21.514,13.724,11.34,6.263,8.388,5.793,2.652,1.503,0.025
"Glyma.18G281200",154.75,110.227,74.222,75.057,42.299,50.119,52.34,44.283,39.379,19.977
"Glyma.18G282000",16.993,13.289,9.874,9.363,5.585,7.242,5.216,3.381,2.139,0.566
"Glyma.18G282100",24.097,13.023,6.158,4.181,1.816,5.93,1.968,1.646,0.353,0.062
"Glyma.18G282200",10.849,7.126,4.245,3.678,2.249,2.196,1.748,0.965,0.631,0.395
"Glyma.18G287400",66.73,43.693,34.268,17.637,10.199,11.137,9.165,6.581,7.137,6.267
"Glyma.18G297400",22.789,16.836,12.116,7.231,3.909,5.372,3.786,2.613,2.378,1.101
"Glyma.18G299100",97.147,85.476,52.799,39.047,19.715,22.791,21.102,17.499,14.824,4.06
"Glyma.19G003600",0.009,0.013,0,0,0,0,0.006,0.078,0.557,17.848
"Glyma.19G006900",0.131,0.119,0.129,0.245,1.116,0.635,1.732,2.411,3.872,14.139
"Glyma.19G009500",8.618,6.175,5.27,5.721,3.225,7.176,3.586,1.97,0.861,0.222
"Glyma.19G014600",0,0,0.004,0,0,0,0.031,0.224,3.673,40.43
"Glyma.19G015900",7.659,4.667,4.318,3.217,2.294,2.931,2.333,1.357,1.409,0.828
"Glyma.19G018700",0.428,1.007,1.337,1.17,2.398,1.221,2.363,4.725,9.057,37.753
"Glyma.19G020600",0.009,0.003,0.01,0,0.011,0.004,0.034,0.146,3.638,6.682
"Glyma.19G025300",9.631,6.247,3.92,3.286,2.592,3.133,2.205,2.207,1.54,0.394
"Glyma.19G027100",21.493,15.109,9.061,8.27,3.265,4.817,3.776,2.009,1.862,0.227
"Glyma.19G029300",0.008,0.035,0.178,0.306,0.028,0.191,0.024,0,0,0.018
"Glyma.19G029500",0.201,0.051,0,0.017,0.009,0.002,0.009,0.043,0.908,9.658
"Glyma.19G031100",3.71,2.126,2.179,2.301,1.086,1.589,1.053,0.45,0.443,0.244
"Glyma.19G036800",2.285,1.062,0.493,0.516,0.494,0.533,0.738,0.583,1.6,8.009
"Glyma.19G043000",63.155,50.914,32.286,34.151,23.113,22.869,22.715,17.212,18.86,11.15
"Glyma.19G047100",8.104,9.646,11.13,17.868,23.063,22.032,32.647,36.953,44.684,32.718
"Glyma.19G053500",28.247,25.554,20.329,17.352,4.78,10.59,4.035,2.351,0.587,0.057
"Glyma.19G063800",6.876,4.424,3.33,2.638,0.799,1.534,0.868,0.436,0.393,0.182
"Glyma.19G069200",8.534,5.967,3.317,2.642,1.842,2.413,1.621,1.012,1.44,0.312
"Glyma.19G074600",20.212,13.861,6.374,6.287,1.626,5.731,1.509,0.598,0.12,0.008
"Glyma.19G075100",12.486,8.584,8.775,7.229,2.867,5.05,3.798,2.225,2.113,1.982
"Glyma.19G075200",19.914,8.921,4.446,2.892,1.897,2.211,2.039,1.746,2.334,1.606
"Glyma.19G078400",0,0,0,0,0.007,0.003,0.018,0.169,2.286,27.105
"Glyma.19G082300",65.029,49.412,25.713,21.591,10.261,14.639,12.926,8.771,7.578,5.532
"Glyma.19G082800",5.221,3.467,3.499,1.892,1.571,1.793,1.587,1.269,1.35,0.836
"Glyma.19G087900",6.866,4.946,3.122,2.864,3.023,3.425,2.299,1.965,0.767,0.044
"Glyma.19G088200",0,0,0,0,0,0,0,0,0,0
"Glyma.19G095400",0.334,0.598,0.396,0.824,1.037,0.776,1.34,1.374,3.525,7.839
"Glyma.19G099900",129.735,98.004,56.717,36.356,19.821,28.193,20.368,13.909,10.016,2.789
"Glyma.19G100900",23.091,14.98,9.51,7.174,4.357,6.586,4.526,2.884,1.69,0.054
